timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-07-25T04:36:44,codecarbon,a41ce856-d448-4417-a135-5970f7ea1941,10.930294036865234,1.1157657170773755e-05,1.0208011909964802e-06,5.0,0.0,0.15427350997924805,1.518071922991011e-05,0,4.681688076407416e-07,1.564888803755085e-05,India,IND,west bengal,,,macOS-10.16-x86_64-i386-64bit,3.9.12,2.2.4,8,Apple M1,,,88.3832,22.518,8.0,process,N,1.0
